id,title,start,end,kind,location,description,url,linkLabel,published,status
opening-2026-06-09,Wenn Klang Flügel bekommt,2026-06-09T10:00:00+02:00,2026-06-09T16:30:00+02:00,Open House · Eröffnung,"Bösendorfer Performance Lab, Pavillon 10","Eröffnung des Bösendorfer Performance Lab. Eintritt frei.",https://www.muk.ac.at/owa,Details,true,
